[ 2017-03-28T13:39:58+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Purchase/purchase_manage/prjid/4285/TAB_NUMBER/5/CASE_TYPE/ds | INFO: Tag[ route_check ] --START--
[ 2017-03-28T13:40:01+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/ProjectAnalysis/cost_list/CASE_TYPE/ds/prjid/4285/TAB_NUMBER/5 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-03-28T13:40:01+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/ProjectAnalysis/cost_list/CASE_TYPE/ds/prjid/4285/TAB_NUMBER/5 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-03-28T13:40:01+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/ProjectAnalysis/cost_list/CASE_TYPE/ds/prjid/4285/TAB_NUMBER/5 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-03-28T13:40:01+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/ProjectAnalysis/cost_list/CASE_TYPE/ds/prjid/4285/TAB_NUMBER/5 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-03-28T13:40:01+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/ProjectAnalysis/cost_list/CASE_TYPE/ds/prjid/4285/TAB_NUMBER/5 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-03-28T13:40:01+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/ProjectAnalysis/cost_list/CASE_TYPE/ds/prjid/4285/TAB_NUMBER/5 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-03-28T13:40:01+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/ProjectAnalysis/cost_list/CASE_TYPE/ds/prjid/4285/TAB_NUMBER/5 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-03-28T13:40:01+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/ProjectAnalysis/cost_list/CASE_TYPE/ds/prjid/4285/TAB_NUMBER/5 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-03-28T13:40:01+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/ProjectAnalysis/cost_list/CASE_TYPE/ds/prjid/4285/TAB_NUMBER/5 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-03-28T13:40:01+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/ProjectAnalysis/cost_list/CASE_TYPE/ds/prjid/4285/TAB_NUMBER/5 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-03-28T13:40:01+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/ProjectAnalysis/cost_list/CASE_TYPE/ds/prjid/4285/TAB_NUMBER/5 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-03-28T13:40:01+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/ProjectAnalysis/cost_list/CASE_TYPE/ds/prjid/4285/TAB_NUMBER/5 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-03-28T13:40:01+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/ProjectAnalysis/cost_list/CASE_TYPE/ds/prjid/4285/TAB_NUMBER/5 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-03-28T13:40:01+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/ProjectAnalysis/cost_list/CASE_TYPE/ds/prjid/4285/TAB_NUMBER/5 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-03-28T13:40:01+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/ProjectAnalysis/cost_list/CASE_TYPE/ds/prjid/4285/TAB_NUMBER/5 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-03-28T13:40:01+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/ProjectAnalysis/cost_list/CASE_TYPE/ds/prjid/4285/TAB_NUMBER/5 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-03-28T13:40:01+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/ProjectAnalysis/cost_list/CASE_TYPE/ds/prjid/4285/TAB_NUMBER/5 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-03-28T13:40:01+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/ProjectAnalysis/cost_list/CASE_TYPE/ds/prjid/4285/TAB_NUMBER/5 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-03-28T13:40:01+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/ProjectAnalysis/cost_list/CASE_TYPE/ds/prjid/4285/TAB_NUMBER/5 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-03-28T13:40:01+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/ProjectAnalysis/cost_list/CASE_TYPE/ds/prjid/4285/TAB_NUMBER/5 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-03-28T13:40:01+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/ProjectAnalysis/cost_list/CASE_TYPE/ds/prjid/4285/TAB_NUMBER/5 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-03-28T13:40:01+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/ProjectAnalysis/cost_list/CASE_TYPE/ds/prjid/4285/TAB_NUMBER/5 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-03-28T13:40:01+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/ProjectAnalysis/cost_list/CASE_TYPE/ds/prjid/4285/TAB_NUMBER/5 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-03-28T13:40:01+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/ProjectAnalysis/cost_list/CASE_TYPE/ds/prjid/4285/TAB_NUMBER/5 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-03-28T13:40:01+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/ProjectAnalysis/cost_list/CASE_TYPE/ds/prjid/4285/TAB_NUMBER/5 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-03-28T13:40:01+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/ProjectAnalysis/cost_list/CASE_TYPE/ds/prjid/4285/TAB_NUMBER/5 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-03-28T13:40:01+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/ProjectAnalysis/cost_list/CASE_TYPE/ds/prjid/4285/TAB_NUMBER/5 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-03-28T13:40:01+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/ProjectAnalysis/cost_list/CASE_TYPE/ds/prjid/4285/TAB_NUMBER/5 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-03-28T13:40:01+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/ProjectAnalysis/cost_list/CASE_TYPE/ds/prjid/4285/TAB_NUMBER/5 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-03-28T13:40:01+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/ProjectAnalysis/cost_list/CASE_TYPE/ds/prjid/4285/TAB_NUMBER/5 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-03-28T13:40:01+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/ProjectAnalysis/cost_list/CASE_TYPE/ds/prjid/4285/TAB_NUMBER/5 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-03-28T13:40:01+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/ProjectAnalysis/cost_list/CASE_TYPE/ds/prjid/4285/TAB_NUMBER/5 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-03-28T13:40:01+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/ProjectAnalysis/cost_list/CASE_TYPE/ds/prjid/4285/TAB_NUMBER/5 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-03-28T13:40:01+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/ProjectAnalysis/cost_list/CASE_TYPE/ds/prjid/4285/TAB_NUMBER/5 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-03-28T13:40:01+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/ProjectAnalysis/cost_list/CASE_TYPE/ds/prjid/4285/TAB_NUMBER/5 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-03-28T13:40:01+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/ProjectAnalysis/cost_list/CASE_TYPE/ds/prjid/4285/TAB_NUMBER/5 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-03-28T13:40:01+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/ProjectAnalysis/cost_list/CASE_TYPE/ds/prjid/4285/TAB_NUMBER/5 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-03-28T13:40:01+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/ProjectAnalysis/cost_list/CASE_TYPE/ds/prjid/4285/TAB_NUMBER/5 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-03-28T13:40:01+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/ProjectAnalysis/cost_list/CASE_TYPE/ds/prjid/4285/TAB_NUMBER/5 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-03-28T13:40:01+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/ProjectAnalysis/cost_list/CASE_TYPE/ds/prjid/4285/TAB_NUMBER/5 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-03-28T13:40:01+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/ProjectAnalysis/cost_list/CASE_TYPE/ds/prjid/4285/TAB_NUMBER/5 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-03-28T13:40:01+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/ProjectAnalysis/cost_list/CASE_TYPE/ds/prjid/4285/TAB_NUMBER/5 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-03-28T13:40:01+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/ProjectAnalysis/cost_list/CASE_TYPE/ds/prjid/4285/TAB_NUMBER/5 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 402 行.
[ 2017-03-28T13:40:01+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/ProjectAnalysis/cost_list/CASE_TYPE/ds/prjid/4285/TAB_NUMBER/5 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 402 行.
[ 2017-03-28T13:40:01+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/ProjectAnalysis/cost_list/CASE_TYPE/ds/prjid/4285/TAB_NUMBER/5 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 402 行.
[ 2017-03-28T13:40:01+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/ProjectAnalysis/cost_list/CASE_TYPE/ds/prjid/4285/TAB_NUMBER/5 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 402 行.
[ 2017-03-28T13:40:01+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/ProjectAnalysis/cost_list/CASE_TYPE/ds/prjid/4285/TAB_NUMBER/5 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 402 行.
[ 2017-03-28T13:40:01+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/ProjectAnalysis/cost_list/CASE_TYPE/ds/prjid/4285/TAB_NUMBER/5 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 402 行.
[ 2017-03-28T13:40:01+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/ProjectAnalysis/cost_list/CASE_TYPE/ds/prjid/4285/TAB_NUMBER/5 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-03-28T13:40:01+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/ProjectAnalysis/cost_list/CASE_TYPE/ds/prjid/4285/TAB_NUMBER/5 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-03-28T13:40:01+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/ProjectAnalysis/cost_list/CASE_TYPE/ds/prjid/4285/TAB_NUMBER/5 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-03-28T13:40:01+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/ProjectAnalysis/cost_list/CASE_TYPE/ds/prjid/4285/TAB_NUMBER/5 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 220 行.
[ 2017-03-28T13:40:01+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/ProjectAnalysis/cost_list/CASE_TYPE/ds/prjid/4285/TAB_NUMBER/5 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 154 行.
[ 2017-03-28T13:40:01+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/ProjectAnalysis/cost_list/CASE_TYPE/ds/prjid/4285/TAB_NUMBER/5 | INFO: Run ParseTemplate Behavior [ RunTime:0.023001s ]
[ 2017-03-28T13:40:01+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/ProjectAnalysis/cost_list/CASE_TYPE/ds/prjid/4285/TAB_NUMBER/5 | INFO: Tag[ view_parse ] --END-- [ RunTime:0.024001s ]
[ 2017-03-28T13:40:01+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/ProjectAnalysis/cost_list/CASE_TYPE/ds/prjid/4285/TAB_NUMBER/5 | INFO: Tag[ view_filter ] --START--
[ 2017-03-28T13:40:01+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/ProjectAnalysis/cost_list/CASE_TYPE/ds/prjid/4285/TAB_NUMBER/5 | INFO: Run ContentReplace Behavior [ RunTime:0.001000s ]
[ 2017-03-28T13:40:01+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/ProjectAnalysis/cost_list/CASE_TYPE/ds/prjid/4285/TAB_NUMBER/5 | INFO: Run TokenBuild Behavior [ RunTime:0.002000s ]
[ 2017-03-28T13:40:01+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/ProjectAnalysis/cost_list/CASE_TYPE/ds/prjid/4285/TAB_NUMBER/5 | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000000s ]
[ 2017-03-28T13:40:01+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/ProjectAnalysis/cost_list/CASE_TYPE/ds/prjid/4285/TAB_NUMBER/5 | INFO: Run ShowRuntime Behavior [ RunTime:0.002000s ]
[ 2017-03-28T13:40:01+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/ProjectAnalysis/cost_list/CASE_TYPE/ds/prjid/4285/TAB_NUMBER/5 | INFO: Tag[ view_filter ] --END-- [ RunTime:0.005000s ]
[ 2017-03-28T13:40:01+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/ProjectAnalysis/cost_list/CASE_TYPE/ds/prjid/4285/TAB_NUMBER/5 | INFO: Tag[ view_end ] --START--
[ 2017-03-28T13:40:01+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/ProjectAnalysis/cost_list/CASE_TYPE/ds/prjid/4285/TAB_NUMBER/5 | INFO: Run ShowPageTrace Behavior [ RunTime:0.001000s ]
[ 2017-03-28T13:40:01+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/ProjectAnalysis/cost_list/CASE_TYPE/ds/prjid/4285/TAB_NUMBER/5 | INFO: Tag[ view_end ] --END-- [ RunTime:0.001000s ]
[ 2017-03-28T13:40:02+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/ProjectAnalysis/fund_pool_status/CASE_TYPE/ds/prjid/4285/TAB_NUMBER/5 | INFO: Tag[ route_check ] --START--
[ 2017-03-28T13:40:02+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/ProjectAnalysis/fund_pool_status/CASE_TYPE/ds/prjid/4285/TAB_NUMBER/5 | INFO: Run CheckRoute Behavior [ RunTime:0.001000s ]
[ 2017-03-28T13:40:02+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/ProjectAnalysis/fund_pool_status/CASE_TYPE/ds/prjid/4285/TAB_NUMBER/5 | INFO: Tag[ route_check ] --END-- [ RunTime:0.001000s ]
[ 2017-03-28T13:40:02+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/ProjectAnalysis/fund_pool_status/CASE_TYPE/ds/prjid/4285/TAB_NUMBER/5 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead Dispatcher.class.php 第 125 行.
[ 2017-03-28T13:40:02+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/ProjectAnalysis/fund_pool_status/CASE_TYPE/ds/prjid/4285/TAB_NUMBER/5 | INFO: Tag[ app_begin ] --START--
[ 2017-03-28T13:40:02+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/ProjectAnalysis/fund_pool_status/CASE_TYPE/ds/prjid/4285/TAB_NUMBER/5 | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000000s ]
[ 2017-03-28T13:40:02+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/ProjectAnalysis/fund_pool_status/CASE_TYPE/ds/prjid/4285/TAB_NUMBER/5 | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001000s ]
[ 2017-03-28T13:40:02+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/ProjectAnalysis/fund_pool_status/CASE_TYPE/ds/prjid/4285/TAB_NUMBER/5 | SQL: select a.column_name,data_type,decode(nullable,'Y',0,1) notnull,data_default,decode(a.column_name,b.column_name,1,0) pk from user_tab_columns a,(select column_name from user_constraints c,user_cons_columns col where c.constraint_name=col.constraint_name and c.constraint_type='P'and c.table_name='ERP_CITY') b where table_name='ERP_CITY' and a.column_name=b.column_name(+) [ RunTime:0.000000s ]
[ 2017-03-28T13:40:02+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/ProjectAnalysis/fund_pool_status/CASE_TYPE/ds/prjid/4285/TAB_NUMBER/5 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead Db.class.php 第 699 行.
[ 2017-03-28T13:40:02+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/ProjectAnalysis/fund_pool_status/CASE_TYPE/ds/prjid/4285/TAB_NUMBER/5 | SQL: SELECT * FROM (SELECT thinkphp.*, rownum AS numrow FROM (SELECT   * FROM erp_city WHERE ISVALID=-1 AND ID = 1) thinkphp )  WHERE (numrow>0 AND numrow<=1) [ RunTime:0.000000s ]
[ 2017-03-28T13:40:02+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/ProjectAnalysis/fund_pool_status/CASE_TYPE/ds/prjid/4285/TAB_NUMBER/5 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead Db.class.php 第 699 行.
[ 2017-03-28T13:40:02+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/ProjectAnalysis/fund_pool_status/CASE_TYPE/ds/prjid/4285/TAB_NUMBER/5 | SQL: SELECT * FROM (SELECT thinkphp.*, rownum AS numrow FROM (SELECT   * FROM erp_city WHERE ISVALID=-1) thinkphp )  [ RunTime:0.001000s ]
[ 2017-03-28T13:40:02+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/ProjectAnalysis/fund_pool_status/CASE_TYPE/ds/prjid/4285/TAB_NUMBER/5 | SQL: select a.column_name,data_type,decode(nullable,'Y',0,1) notnull,data_default,decode(a.column_name,b.column_name,1,0) pk from user_tab_columns a,(select column_name from user_constraints c,user_cons_columns col where c.constraint_name=col.constraint_name and c.constraint_type='P'and c.table_name='ERP_GROUP') b where table_name='ERP_GROUP' and a.column_name=b.column_name(+) [ RunTime:0.000000s ]
[ 2017-03-28T13:40:02+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/ProjectAnalysis/fund_pool_status/CASE_TYPE/ds/prjid/4285/TAB_NUMBER/5 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead Db.class.php 第 699 行.
[ 2017-03-28T13:40:02+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/ProjectAnalysis/fund_pool_status/CASE_TYPE/ds/prjid/4285/TAB_NUMBER/5 | SQL: SELECT * FROM (SELECT thinkphp.*, rownum AS numrow FROM (SELECT   * FROM erp_group WHERE LOAN_GROUPID='2' and LOAN_GROUPSTATUS=1 and LOAN_GROUPDEL=0) thinkphp )  WHERE (numrow>0 AND numrow<=1) [ RunTime:0.000000s ]
[ 2017-03-28T13:40:02+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/ProjectAnalysis/fund_pool_status/CASE_TYPE/ds/prjid/4285/TAB_NUMBER/5 | SQL: select a.column_name,data_type,decode(nullable,'Y',0,1) notnull,data_default,decode(a.column_name,b.column_name,1,0) pk from user_tab_columns a,(select column_name from user_constraints c,user_cons_columns col where c.constraint_name=col.constraint_name and c.constraint_type='P'and c.table_name='ERP_ROLE') b where table_name='ERP_ROLE' and a.column_name=b.column_name(+) [ RunTime:0.000000s ]
[ 2017-03-28T13:40:02+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/ProjectAnalysis/fund_pool_status/CASE_TYPE/ds/prjid/4285/TAB_NUMBER/5 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead Db.class.php 第 699 行.
[ 2017-03-28T13:40:02+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/ProjectAnalysis/fund_pool_status/CASE_TYPE/ds/prjid/4285/TAB_NUMBER/5 | SQL: SELECT * FROM (SELECT thinkphp.*, rownum AS numrow FROM (SELECT   * FROM erp_role WHERE  LOAN_ROLECONTROL='ProjectAnalysis' and LOAN_ROLEACTION='fund_pool_status' and LOAN_ROLEDISPLAY=0 and LOAN_PARAM is not null ) thinkphp )  [ RunTime:0.000000s ]
[ 2017-03-28T13:40:02+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/ProjectAnalysis/fund_pool_status/CASE_TYPE/ds/prjid/4285/TAB_NUMBER/5 | NOTIC: [8] Undefined index: showForm ExtendAction.class.php 第 157 行.
[ 2017-03-28T13:40:02+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/ProjectAnalysis/fund_pool_status/CASE_TYPE/ds/prjid/4285/TAB_NUMBER/5 | NOTIC: [2] Missing argument 1 for Form::__construct(), called in D:\wamp64\www\branches\oms-2.7.0\adminpack\Lib\Action\Admin\ProjectAnalysisAction.class.php on line 283 and defined Form.php 第 136 行.
[ 2017-03-28T13:40:02+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/ProjectAnalysis/fund_pool_status/CASE_TYPE/ds/prjid/4285/TAB_NUMBER/5 | NOTIC: [8] Use of undefined constant Field - assumed 'Field' Form.php 第 142 行.
[ 2017-03-28T13:40:02+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/ProjectAnalysis/fund_pool_status/CASE_TYPE/ds/prjid/4285/TAB_NUMBER/5 | NOTIC: [8] Undefined index: childrenformno Form.php 第 531 行.
[ 2017-03-28T13:40:02+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/ProjectAnalysis/fund_pool_status/CASE_TYPE/ds/prjid/4285/TAB_NUMBER/5 | SQL: select * from FORM  where FORMNO=173 [ RunTime:0.000000s ]
[ 2017-03-28T13:40:02+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/ProjectAnalysis/fund_pool_status/CASE_TYPE/ds/prjid/4285/TAB_NUMBER/5 | SQL: select * from FORMLIST where FORMNO =173 order by GRIDQUEUE ASC [ RunTime:0.000000s ]
[ 2017-03-28T13:40:02+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/ProjectAnalysis/fund_pool_status/CASE_TYPE/ds/prjid/4285/TAB_NUMBER/5 | NOTIC: [8] Undefined index: flowId ProjectAnalysisAction.class.php 第 570 行.
