[ 2017-03-29T16:52:14+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Group/editGroup/id/2 | INFO: Tag[ route_check ] --START--
[ 2017-03-29T16:52:14+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Group/editGroup/id/2 | SQL: SELECT * FROM (SELECT thinkphp.*, rownum AS numrow FROM (SELECT   * FROM erp_group WHERE LOAN_GROUPDEL=0   ORDER BY LOAN_GROUPCREATED desc) thinkphp )  WHERE (numrow>0) AND (numrow<=20) [ RunTime:0.000000s ]
[ 2017-03-29T16:52:14+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Group/editGroup/id/2 | SQL: select a.column_name,data_type,decode(nullable,'Y',0,1) notnull,data_default,decode(a.column_name,b.column_name,1,0) pk from user_tab_columns a,(select column_name from user_constraints c,user_cons_columns col where c.constraint_name=col.constraint_name and c.constraint_type='P'and c.table_name='ERP_ROLE') b where table_name='ERP_ROLE' and a.column_name=b.column_name(+) [ RunTime:0.000000s ]
[ 2017-03-29T16:52:14+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Group/editGroup/id/2 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead Db.class.php 第 699 行.
[ 2017-03-29T16:52:14+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Group/editGroup/id/2 | SQL: SELECT * FROM (SELECT thinkphp.*, rownum AS numrow FROM (SELECT   * FROM erp_role WHERE LOAN_ROLEPARENTID=0 and LOAN_ROLEDISPLAY=0 ORDER BY LOAN_ROLEORDER ASC) thinkphp )  [ RunTime:0.000000s ]
[ 2017-03-29T16:52:14+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Group/editGroup/id/2 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead Db.class.php 第 699 行.
[ 2017-03-29T16:52:14+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Group/editGroup/id/2 | SQL: SELECT * FROM (SELECT thinkphp.*, rownum AS numrow FROM (SELECT   * FROM erp_role WHERE LOAN_ROLEPARENTID='141' and LOAN_ROLEDISPLAY=0 ORDER BY LOAN_ROLEORDER ASC) thinkphp )  [ RunTime:0.000000s ]
[ 2017-03-29T16:52:14+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Group/editGroup/id/2 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead Db.class.php 第 699 行.
[ 2017-03-29T16:52:14+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Group/editGroup/id/2 | SQL: SELECT * FROM (SELECT thinkphp.*, rownum AS numrow FROM (SELECT   * FROM erp_role WHERE LOAN_ROLEPARENTID='142' and LOAN_ROLEDISPLAY=0 ORDER BY LOAN_ROLEORDER ASC) thinkphp )  [ RunTime:0.000000s ]
[ 2017-03-29T16:52:14+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Group/editGroup/id/2 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead Db.class.php 第 699 行.
[ 2017-03-29T16:52:14+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Group/editGroup/id/2 | SQL: SELECT * FROM (SELECT thinkphp.*, rownum AS numrow FROM (SELECT   * FROM erp_role WHERE LOAN_ROLEPARENTID='164' and LOAN_ROLEDISPLAY=0 ORDER BY LOAN_ROLEORDER ASC) thinkphp )  [ RunTime:0.000000s ]
[ 2017-03-29T16:52:14+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Group/editGroup/id/2 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead Db.class.php 第 699 行.
[ 2017-03-29T16:52:14+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Group/editGroup/id/2 | SQL: SELECT * FROM (SELECT thinkphp.*, rownum AS numrow FROM (SELECT   * FROM erp_role WHERE LOAN_ROLEPARENTID='269' and LOAN_ROLEDISPLAY=0 ORDER BY LOAN_ROLEORDER ASC) thinkphp )  [ RunTime:0.000000s ]
[ 2017-03-29T16:52:14+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Group/editGroup/id/2 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead Db.class.php 第 699 行.
[ 2017-03-29T16:52:14+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Group/editGroup/id/2 | SQL: SELECT * FROM (SELECT thinkphp.*, rownum AS numrow FROM (SELECT   * FROM erp_role WHERE LOAN_ROLEPARENTID='233' and LOAN_ROLEDISPLAY=0 ORDER BY LOAN_ROLEORDER ASC) thinkphp )  [ RunTime:0.000000s ]
[ 2017-03-29T16:52:14+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Group/editGroup/id/2 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead Db.class.php 第 699 行.
[ 2017-03-29T16:52:14+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Group/editGroup/id/2 | SQL: SELECT * FROM (SELECT thinkphp.*, rownum AS numrow FROM (SELECT   * FROM erp_role WHERE LOAN_ROLEPARENTID='163' and LOAN_ROLEDISPLAY=0 ORDER BY LOAN_ROLEORDER ASC) thinkphp )  [ RunTime:0.000000s ]
[ 2017-03-29T16:52:14+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Group/editGroup/id/2 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead Db.class.php 第 699 行.
[ 2017-03-29T16:52:14+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Group/editGroup/id/2 | SQL: SELECT * FROM (SELECT thinkphp.*, rownum AS numrow FROM (SELECT   * FROM erp_role WHERE LOAN_ROLEPARENTID='221' and LOAN_ROLEDISPLAY=0 ORDER BY LOAN_ROLEORDER ASC) thinkphp )  [ RunTime:0.000000s ]
[ 2017-03-29T16:52:14+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Group/editGroup/id/2 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead Db.class.php 第 699 行.
[ 2017-03-29T16:52:14+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Group/editGroup/id/2 | SQL: SELECT * FROM (SELECT thinkphp.*, rownum AS numrow FROM (SELECT   * FROM erp_role WHERE LOAN_ROLEPARENTID='278' and LOAN_ROLEDISPLAY=0 ORDER BY LOAN_ROLEORDER ASC) thinkphp )  [ RunTime:0.000000s ]
[ 2017-03-29T16:52:14+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Group/editGroup/id/2 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead Db.class.php 第 699 行.
[ 2017-03-29T16:52:14+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Group/editGroup/id/2 | SQL: SELECT * FROM (SELECT thinkphp.*, rownum AS numrow FROM (SELECT   * FROM erp_role WHERE LOAN_ROLEPARENTID='223' and LOAN_ROLEDISPLAY=0 ORDER BY LOAN_ROLEORDER ASC) thinkphp )  [ RunTime:0.001000s ]
[ 2017-03-29T16:52:14+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Group/editGroup/id/2 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead Db.class.php 第 699 行.
[ 2017-03-29T16:52:14+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Group/editGroup/id/2 | SQL: SELECT * FROM (SELECT thinkphp.*, rownum AS numrow FROM (SELECT   * FROM erp_role WHERE LOAN_ROLEPARENTID='288' and LOAN_ROLEDISPLAY=0 ORDER BY LOAN_ROLEORDER ASC) thinkphp )  [ RunTime:0.001000s ]
[ 2017-03-29T16:52:14+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Group/editGroup/id/2 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead Db.class.php 第 699 行.
[ 2017-03-29T16:52:14+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Group/editGroup/id/2 | SQL: SELECT * FROM (SELECT thinkphp.*, rownum AS numrow FROM (SELECT   * FROM erp_role WHERE LOAN_ROLEPARENTID='369' and LOAN_ROLEDISPLAY=0 ORDER BY LOAN_ROLEORDER ASC) thinkphp )  [ RunTime:0.000000s ]
[ 2017-03-29T16:52:14+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Group/editGroup/id/2 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead Db.class.php 第 699 行.
[ 2017-03-29T16:52:14+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Group/editGroup/id/2 | SQL: SELECT * FROM (SELECT thinkphp.*, rownum AS numrow FROM (SELECT   * FROM erp_role WHERE LOAN_ROLEPARENTID='167' and LOAN_ROLEDISPLAY=0 ORDER BY LOAN_ROLEORDER ASC) thinkphp )  [ RunTime:0.000000s ]
[ 2017-03-29T16:52:14+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Group/editGroup/id/2 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead Db.class.php 第 699 行.
[ 2017-03-29T16:52:14+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Group/editGroup/id/2 | SQL: SELECT * FROM (SELECT thinkphp.*, rownum AS numrow FROM (SELECT   * FROM erp_role WHERE LOAN_ROLEPARENTID='273' and LOAN_ROLEDISPLAY=0 ORDER BY LOAN_ROLEORDER ASC) thinkphp )  [ RunTime:0.000000s ]
[ 2017-03-29T16:52:14+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Group/editGroup/id/2 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead Db.class.php 第 699 行.
[ 2017-03-29T16:52:14+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Group/editGroup/id/2 | SQL: SELECT * FROM (SELECT thinkphp.*, rownum AS numrow FROM (SELECT   * FROM erp_role WHERE LOAN_ROLEPARENTID='173' and LOAN_ROLEDISPLAY=0 ORDER BY LOAN_ROLEORDER ASC) thinkphp )  [ RunTime:0.000000s ]
[ 2017-03-29T16:52:14+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Group/editGroup/id/2 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead Db.class.php 第 699 行.
[ 2017-03-29T16:52:14+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Group/editGroup/id/2 | SQL: SELECT * FROM (SELECT thinkphp.*, rownum AS numrow FROM (SELECT   * FROM erp_role WHERE LOAN_ROLEPARENTID='271' and LOAN_ROLEDISPLAY=0 ORDER BY LOAN_ROLEORDER ASC) thinkphp )  [ RunTime:0.000000s ]
[ 2017-03-29T16:52:14+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Group/editGroup/id/2 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead Db.class.php 第 699 行.
[ 2017-03-29T16:52:14+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Group/editGroup/id/2 | SQL: SELECT * FROM (SELECT thinkphp.*, rownum AS numrow FROM (SELECT   * FROM erp_role WHERE LOAN_ROLEPARENTID='784' and LOAN_ROLEDISPLAY=0 ORDER BY LOAN_ROLEORDER ASC) thinkphp )  [ RunTime:0.000000s ]
[ 2017-03-29T16:52:14+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Group/editGroup/id/2 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead Db.class.php 第 699 行.
[ 2017-03-29T16:52:14+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Group/editGroup/id/2 | SQL: SELECT * FROM (SELECT thinkphp.*, rownum AS numrow FROM (SELECT   * FROM erp_role WHERE LOAN_ROLEPARENTID='882' and LOAN_ROLEDISPLAY=0 ORDER BY LOAN_ROLEORDER ASC) thinkphp )  [ RunTime:0.000000s ]
[ 2017-03-29T16:52:14+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Group/editGroup/id/2 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead Db.class.php 第 699 行.
[ 2017-03-29T16:52:14+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Group/editGroup/id/2 | SQL: SELECT * FROM (SELECT thinkphp.*, rownum AS numrow FROM (SELECT   * FROM erp_role WHERE LOAN_ROLEPARENTID='345' and LOAN_ROLEDISPLAY=0 ORDER BY LOAN_ROLEORDER ASC) thinkphp )  [ RunTime:0.000000s ]
[ 2017-03-29T16:52:14+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Group/editGroup/id/2 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead Db.class.php 第 699 行.
[ 2017-03-29T16:52:14+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Group/editGroup/id/2 | SQL: SELECT * FROM (SELECT thinkphp.*, rownum AS numrow FROM (SELECT   * FROM erp_role WHERE LOAN_ROLEPARENTID='783' and LOAN_ROLEDISPLAY=0 ORDER BY LOAN_ROLEORDER ASC) thinkphp )  [ RunTime:0.000000s ]
[ 2017-03-29T16:52:14+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Group/editGroup/id/2 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead Db.class.php 第 699 行.
[ 2017-03-29T16:52:14+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Group/editGroup/id/2 | SQL: SELECT * FROM (SELECT thinkphp.*, rownum AS numrow FROM (SELECT   * FROM erp_role WHERE LOAN_ROLEPARENTID='275' and LOAN_ROLEDISPLAY=0 ORDER BY LOAN_ROLEORDER ASC) thinkphp )  [ RunTime:0.000000s ]
[ 2017-03-29T16:52:14+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Group/editGroup/id/2 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead Db.class.php 第 699 行.
[ 2017-03-29T16:52:14+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Group/editGroup/id/2 | SQL: SELECT * FROM (SELECT thinkphp.*, rownum AS numrow FROM (SELECT   * FROM erp_role WHERE LOAN_ROLEPARENTID='188' and LOAN_ROLEDISPLAY=0 ORDER BY LOAN_ROLEORDER ASC) thinkphp )  [ RunTime:0.000000s ]
[ 2017-03-29T16:52:14+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Group/editGroup/id/2 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead Db.class.php 第 699 行.
[ 2017-03-29T16:52:14+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Group/editGroup/id/2 | SQL: SELECT * FROM (SELECT thinkphp.*, rownum AS numrow FROM (SELECT   * FROM erp_role WHERE LOAN_ROLEPARENTID='191' and LOAN_ROLEDISPLAY=0 ORDER BY LOAN_ROLEORDER ASC) thinkphp )  [ RunTime:0.000000s ]
[ 2017-03-29T16:52:14+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Group/editGroup/id/2 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead Db.class.php 第 699 行.
[ 2017-03-29T16:52:14+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Group/editGroup/id/2 | SQL: SELECT * FROM (SELECT thinkphp.*, rownum AS numrow FROM (SELECT   * FROM erp_role WHERE LOAN_ROLEPARENTID='320' and LOAN_ROLEDISPLAY=0 ORDER BY LOAN_ROLEORDER ASC) thinkphp )  [ RunTime:0.000000s ]
[ 2017-03-29T16:52:14+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Group/editGroup/id/2 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead Db.class.php 第 699 行.
[ 2017-03-29T16:52:14+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Group/editGroup/id/2 | SQL: SELECT * FROM (SELECT thinkphp.*, rownum AS numrow FROM (SELECT   * FROM erp_role WHERE LOAN_ROLEPARENTID='321' and LOAN_ROLEDISPLAY=0 ORDER BY LOAN_ROLEORDER ASC) thinkphp )  [ RunTime:0.000000s ]
[ 2017-03-29T16:52:14+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Group/editGroup/id/2 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead Db.class.php 第 699 行.
[ 2017-03-29T16:52:14+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Group/editGroup/id/2 | SQL: SELECT * FROM (SELECT thinkphp.*, rownum AS numrow FROM (SELECT   * FROM erp_role WHERE LOAN_ROLEPARENTID='322' and LOAN_ROLEDISPLAY=0 ORDER BY LOAN_ROLEORDER ASC) thinkphp )  [ RunTime:0.000000s ]
[ 2017-03-29T16:52:14+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Group/editGroup/id/2 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead Db.class.php 第 699 行.
[ 2017-03-29T16:52:14+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Group/editGroup/id/2 | SQL: SELECT * FROM (SELECT thinkphp.*, rownum AS numrow FROM (SELECT   * FROM erp_role WHERE LOAN_ROLEPARENTID='411' and LOAN_ROLEDISPLAY=0 ORDER BY LOAN_ROLEORDER ASC) thinkphp )  [ RunTime:0.000000s ]
[ 2017-03-29T16:52:14+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Group/editGroup/id/2 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead Db.class.php 第 699 行.
[ 2017-03-29T16:52:14+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Group/editGroup/id/2 | SQL: SELECT * FROM (SELECT thinkphp.*, rownum AS numrow FROM (SELECT   * FROM erp_role WHERE LOAN_ROLEPARENTID='207' and LOAN_ROLEDISPLAY=0 ORDER BY LOAN_ROLEORDER ASC) thinkphp )  [ RunTime:0.000000s ]
[ 2017-03-29T16:52:14+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Group/editGroup/id/2 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead Db.class.php 第 699 行.
[ 2017-03-29T16:52:14+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Group/editGroup/id/2 | SQL: SELECT * FROM (SELECT thinkphp.*, rownum AS numrow FROM (SELECT   * FROM erp_role WHERE LOAN_ROLEPARENTID='309' and LOAN_ROLEDISPLAY=0 ORDER BY LOAN_ROLEORDER ASC) thinkphp )  [ RunTime:0.000000s ]
[ 2017-03-29T16:52:14+08:00 ] /branches/oms-2.7.0/adminpack/index.php?s=/Group/editGroup/id/2 | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead Db.class.php 第 699 行.
